Day ,Items ,Note ,Amount 
44,Retail,Revenue - Retail Sales Miami - Red Wine,960
44,Retail,Revenue - Retail Sales Miami - White Wine,986
44,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1508
44,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1696
44,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1496
44,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2523
44,Retail,Revenue - Retail Sales San Francisco - Red Wine,1792
44,Retail,Revenue - Retail Sales San Francisco - White Wine,2006
43,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,14326
43,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8832
43,Retail,Revenue - Retail Sales New York - Red Wine,8352
43,Retail,Revenue - Retail Sales New York - White Wine,7888
43,Retail,Revenue - Retail Sales Miami - Sparkling Wine,870
43,Retail,Revenue - Retail Sales Miami - Red Wine,1024
43,Retail,Revenue - Retail Sales Miami - White Wine,1088
43,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1537
43,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1664
43,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1564
43,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2755
43,Retail,Revenue - Retail Sales San Francisco - Red Wine,1984
43,Retail,Revenue - Retail Sales San Francisco - White Wine,2142
42,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,12963
42,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8064
42,Retail,Revenue - Retail Sales New York - Red Wine,8864
42,Retail,Revenue - Retail Sales New York - White Wine,7888
42,Retail,Revenue - Retail Sales Miami - Sparkling Wine,870
42,Retail,Revenue - Retail Sales Miami - Red Wine,992
42,Retail,Revenue - Retail Sales Miami - White Wine,1054
42,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1566
42,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1728
42,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1530
42,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2668
42,Retail,Revenue - Retail Sales San Francisco - Red Wine,1824
42,Retail,Revenue - Retail Sales San Francisco - White Wine,2142
41,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,13920
41,Retail,Revenue - Retail Sales Los Angeles - Red Wine,7904
41,Retail,Revenue - Retail Sales New York - Red Wine,8288
41,Retail,Revenue - Retail Sales New York - White Wine,7888
41,Retail,Revenue - Retail Sales Miami - Sparkling Wine,899
41,Retail,Revenue - Retail Sales Miami - Red Wine,992
41,Retail,Revenue - Retail Sales Miami - White Wine,1020
41,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1421
41,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1728
41,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1462
41,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2784
41,Retail,Revenue - Retail Sales San Francisco - Red Wine,1760
41,Retail,Revenue - Retail Sales San Francisco - White Wine,2006
40,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,13224
40,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8672
40,Retail,Revenue - Retail Sales New York - Red Wine,8352
40,Retail,Revenue - Retail Sales New York - White Wine,8874
40,Retail,Revenue - Retail Sales Miami - Sparkling Wine,899
40,Retail,Revenue - Retail Sales Miami - Red Wine,928
40,Retail,Revenue - Retail Sales Miami - White Wine,1088
40,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1392
40,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1568
40,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1598
40,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2494
40,Retail,Revenue - Retail Sales San Francisco - Red Wine,1792
40,Retail,Revenue - Retail Sales San Francisco - White Wine,1938
39,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,71514
39,Retail,Revenue - Retail Sales Los Angeles - Red Wine,41632
39,Retail,Revenue - Retail Sales New York - Red Wine,41792
39,Retail,Revenue - Retail Sales New York - White Wine,39372
39,Retail,Revenue - Retail Sales Miami - Sparkling Wine,4495
39,Retail,Revenue - Retail Sales Miami - Red Wine,5152
39,Retail,Revenue - Retail Sales Miami - White Wine,4828
39,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",7656
39,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",8736
39,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",7922
39,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,12702
39,Retail,Revenue - Retail Sales San Francisco - Red Wine,9280
39,Retail,Revenue - Retail Sales San Francisco - White Wine,10642
38,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,70847
38,Retail,Revenue - Retail Sales Los Angeles - Red Wine,43808
38,Retail,Revenue - Retail Sales New York - Red Wine,40480
38,Retail,Revenue - Retail Sales New York - White Wine,39372
38,Retail,Revenue - Retail Sales Miami - Sparkling Wine,4408
38,Retail,Revenue - Retail Sales Miami - Red Wine,4640
38,Retail,Revenue - Retail Sales Miami - White Wine,4964
38,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",7511
38,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",8576
38,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",7140
38,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,13775
38,Retail,Revenue - Retail Sales San Francisco - Red Wine,9472
38,Retail,Revenue - Retail Sales San Francisco - White Wine,10744
37,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,67041
37,Retail,Revenue - Retail Sales Los Angeles - Red Wine,46140
37,Retail,Revenue - Retail Sales New York - Sparkling Wine,13284
37,Retail,Revenue - Retail Sales New York - Red Wine,41250
37,Retail,Revenue - Retail Sales New York - White Wine,41216
37,Retail,Revenue - Retail Sales Miami - Sparkling Wine,4374
37,Retail,Revenue - Retail Sales Miami - Red Wine,5100
37,Retail,Revenue - Retail Sales Miami - White Wine,5472
37,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",7749
37,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",8490
37,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",7936
37,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,14067
37,Retail,Revenue - Retail Sales San Francisco - Red Wine,10050
37,Retail,Revenue - Retail Sales San Francisco - White Wine,10784
36,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,14391
36,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8700
36,Retail,Revenue - Retail Sales New York - Sparkling Wine,12474
36,Retail,Revenue - Retail Sales New York - Red Wine,8850
36,Retail,Revenue - Retail Sales New York - White Wine,8832
36,Retail,Revenue - Retail Sales Miami - Sparkling Wine,918
36,Retail,Revenue - Retail Sales Miami - Red Wine,960
36,Retail,Revenue - Retail Sales Miami - White Wine,1152
36,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1593
36,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1710
36,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1600
36,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2916
36,Retail,Revenue - Retail Sales San Francisco - Red Wine,1860
36,Retail,Revenue - Retail Sales San Francisco - White Wine,2240
35,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,13419
35,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8970
35,Retail,Revenue - Retail Sales Los Angeles - White Wine,7232
35,Retail,Revenue - Retail Sales New York - Sparkling Wine,13554
35,Retail,Revenue - Retail Sales New York - Red Wine,8070
35,Retail,Revenue - Retail Sales New York - White Wine,8000
35,Retail,Revenue - Retail Sales Miami - Sparkling Wine,891
35,Retail,Revenue - Retail Sales Miami - Red Wine,990
35,Retail,Revenue - Retail Sales Miami - White Wine,1056
35,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1512
35,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1830
35,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1600
35,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2673
35,Retail,Revenue - Retail Sales San Francisco - Red Wine,2040
35,Retail,Revenue - Retail Sales San Francisco - White Wine,2080
34,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,13581
34,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8280
34,Retail,Revenue - Retail Sales Los Angeles - White Wine,8224
34,Retail,Revenue - Retail Sales New York - Sparkling Wine,13689
34,Retail,Revenue - Retail Sales New York - Red Wine,9180
34,Retail,Revenue - Retail Sales New York - White Wine,8672
34,Retail,Revenue - Retail Sales Miami - Sparkling Wine,972
34,Retail,Revenue - Retail Sales Miami - Red Wine,1020
34,Retail,Revenue - Retail Sales Miami - White Wine,1056
34,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1512
34,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1830
34,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1600
34,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2808
34,Retail,Revenue - Retail Sales San Francisco - Red Wine,1890
34,Retail,Revenue - Retail Sales San Francisco - White Wine,1984
33,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,13986
33,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8610
33,Retail,Revenue - Retail Sales Los Angeles - White Wine,8640
33,Retail,Revenue - Retail Sales New York - Sparkling Wine,13527
33,Retail,Revenue - Retail Sales New York - Red Wine,8490
33,Retail,Revenue - Retail Sales New York - White Wine,8640
33,Retail,Revenue - Retail Sales Miami - Sparkling Wine,918
33,Retail,Revenue - Retail Sales Miami - Red Wine,990
33,Retail,Revenue - Retail Sales Miami - White Wine,1088
33,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1458
33,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1590
33,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1664
33,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2835
33,Retail,Revenue - Retail Sales San Francisco - Red Wine,2010
33,Retail,Revenue - Retail Sales San Francisco - White Wine,2048
32,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,14392
32,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8122
32,Retail,Revenue - Retail Sales Los Angeles - White Wine,8151
32,Retail,Revenue - Retail Sales New York - Sparkling Wine,13048
32,Retail,Revenue - Retail Sales New York - Red Wine,8432
32,Retail,Revenue - Retail Sales New York - White Wine,8580
32,Retail,Revenue - Retail Sales Miami - Sparkling Wine,952
32,Retail,Revenue - Retail Sales Miami - Red Wine,961
32,Retail,Revenue - Retail Sales Miami - White Wine,1056
32,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1428
32,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1581
32,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1518
32,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2576
32,Retail,Revenue - Retail Sales San Francisco - Red Wine,1891
32,Retail,Revenue - Retail Sales San Francisco - White Wine,1914
31,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,14112
31,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8897
31,Retail,Revenue - Retail Sales New York - Sparkling Wine,13804
31,Retail,Revenue - Retail Sales New York - Red Wine,8153
31,Retail,Revenue - Retail Sales New York - White Wine,8151
31,Retail,Revenue - Retail Sales Miami - Sparkling Wine,924
31,Retail,Revenue - Retail Sales Miami - Red Wine,1054
31,Retail,Revenue - Retail Sales Miami - White Wine,1023
31,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1484
31,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1705
31,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1452
31,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2800
31,Retail,Revenue - Retail Sales San Francisco - Red Wine,2046
31,Retail,Revenue - Retail Sales San Francisco - White Wine,2145
30,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,13412
30,Retail,Revenue - Retail Sales Los Angeles - Red Wine,9114
30,Retail,Revenue - Retail Sales New York - Sparkling Wine,13636
30,Retail,Revenue - Retail Sales New York - Red Wine,8308
30,Retail,Revenue - Retail Sales New York - White Wine,7920
30,Retail,Revenue - Retail Sales Miami - Sparkling Wine,952
30,Retail,Revenue - Retail Sales Miami - Red Wine,1054
30,Retail,Revenue - Retail Sales Miami - White Wine,1122
30,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1624
30,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1705
30,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1584
30,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2800
30,Retail,Revenue - Retail Sales San Francisco - Red Wine,1953
30,Retail,Revenue - Retail Sales San Francisco - White Wine,2145
29,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,13132
29,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8246
29,Retail,Revenue - Retail Sales New York - Sparkling Wine,12964
29,Retail,Revenue - Retail Sales New York - Red Wine,8649
29,Retail,Revenue - Retail Sales New York - White Wine,8844
29,Retail,Revenue - Retail Sales Miami - Sparkling Wine,952
29,Retail,Revenue - Retail Sales Miami - Red Wine,992
29,Retail,Revenue - Retail Sales Miami - White Wine,990
29,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1484
29,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1643
29,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1485
29,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2772
29,Retail,Revenue - Retail Sales San Francisco - Red Wine,1953
29,Retail,Revenue - Retail Sales San Francisco - White Wine,2079
28,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,13412
28,Retail,Revenue - Retail Sales Los Angeles - Red Wine,8866
28,Retail,Revenue - Retail Sales New York - Sparkling Wine,14308
28,Retail,Revenue - Retail Sales New York - Red Wine,7967
28,Retail,Revenue - Retail Sales New York - White Wine,8349
28,Retail,Revenue - Retail Sales Miami - Sparkling Wine,868
28,Retail,Revenue - Retail Sales Miami - Red Wine,930
28,Retail,Revenue - Retail Sales Miami - White Wine,1023
28,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1456
28,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1736
28,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1551
28,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2492
28,Retail,Revenue - Retail Sales San Francisco - Red Wine,2046
28,Retail,Revenue - Retail Sales San Francisco - White Wine,2046
27,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,20104
27,Retail,Revenue - Retail Sales Los Angeles - Red Wine,13423
27,Retail,Revenue - Retail Sales New York - Sparkling Wine,13272
27,Retail,Revenue - Retail Sales New York - Red Wine,9083
27,Retail,Revenue - Retail Sales New York - White Wine,7821
27,Retail,Revenue - Retail Sales Miami - Sparkling Wine,952
27,Retail,Revenue - Retail Sales Miami - Red Wine,961
27,Retail,Revenue - Retail Sales Miami - White Wine,1023
27,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1568
27,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1798
27,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1518
27,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2632
27,Retail,Revenue - Retail Sales San Francisco - Red Wine,2108
27,Retail,Revenue - Retail Sales San Francisco - White Wine,2046
26,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,19684
26,Retail,Revenue - Retail Sales Los Angeles - Red Wine,12524
26,Retail,Revenue - Retail Sales New York - Sparkling Wine,12404
26,Retail,Revenue - Retail Sales New York - Red Wine,8866
26,Retail,Revenue - Retail Sales New York - White Wine,8613
26,Retail,Revenue - Retail Sales Miami - Sparkling Wine,840
26,Retail,Revenue - Retail Sales Miami - Red Wine,1054
26,Retail,Revenue - Retail Sales Miami - White Wine,1056
26,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1568
26,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1643
26,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1452
26,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2492
26,Retail,Revenue - Retail Sales San Francisco - Red Wine,1829
26,Retail,Revenue - Retail Sales San Francisco - White Wine,1914
25,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,21736
25,Retail,Revenue - Retail Sales Los Angeles - Red Wine,13079
25,Retail,Revenue - Retail Sales New York - Sparkling Wine,14300
25,Retail,Revenue - Retail Sales New York - Red Wine,8323
25,Retail,Revenue - Retail Sales New York - White Wine,9145
25,Retail,Revenue - Retail Sales Miami - Sparkling Wine,936
25,Retail,Revenue - Retail Sales Miami - Red Wine,1044
25,Retail,Revenue - Retail Sales Miami - White Wine,1054
25,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1638
25,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1653
25,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1550
25,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2886
25,Retail,Revenue - Retail Sales San Francisco - Red Wine,2059
25,Retail,Revenue - Retail Sales San Francisco - White Wine,2046
24,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,20644
24,Retail,Revenue - Retail Sales Los Angeles - Red Wine,12557
24,Retail,Revenue - Retail Sales New York - Sparkling Wine,14274
24,Retail,Revenue - Retail Sales New York - Red Wine,8410
24,Retail,Revenue - Retail Sales New York - White Wine,8339
24,Retail,Revenue - Retail Sales Miami - Sparkling Wine,936
24,Retail,Revenue - Retail Sales Miami - Red Wine,1044
24,Retail,Revenue - Retail Sales Miami - White Wine,1085
24,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1638
24,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1856
24,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1550
24,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2964
24,Retail,Revenue - Retail Sales San Francisco - Red Wine,2059
24,Retail,Revenue - Retail Sales San Francisco - White Wine,2108
23,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,23036
23,Retail,Revenue - Retail Sales Los Angeles - Red Wine,12963
23,Retail,Revenue - Retail Sales New York - Sparkling Wine,14274
23,Retail,Revenue - Retail Sales New York - Red Wine,8497
23,Retail,Revenue - Retail Sales New York - White Wine,8339
23,Retail,Revenue - Retail Sales Miami - Sparkling Wine,962
23,Retail,Revenue - Retail Sales Miami - Red Wine,1044
23,Retail,Revenue - Retail Sales Miami - White Wine,1023
23,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1560
23,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1711
23,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1488
23,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2626
23,Retail,Revenue - Retail Sales San Francisco - Red Wine,2175
23,Retail,Revenue - Retail Sales San Francisco - White Wine,2232
22,Retail,Revenue - Retail Sales New York - Sparkling Wine,12922
22,Retail,Revenue - Retail Sales New York - Red Wine,9048
22,Retail,Revenue - Retail Sales New York - White Wine,8866
22,Retail,Revenue - Retail Sales Miami - Sparkling Wine,988
22,Retail,Revenue - Retail Sales Miami - Red Wine,1015
22,Retail,Revenue - Retail Sales Miami - White Wine,1023
22,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1586
22,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1798
22,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1674
22,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2548
22,Retail,Revenue - Retail Sales San Francisco - Red Wine,2175
22,Retail,Revenue - Retail Sales San Francisco - White Wine,2263
21,Retail,Revenue - Retail Sales New York - Sparkling Wine,14430
21,Retail,Revenue - Retail Sales New York - Red Wine,9019
21,Retail,Revenue - Retail Sales New York - White Wine,8122
21,Retail,Revenue - Retail Sales Miami - Sparkling Wine,988
21,Retail,Revenue - Retail Sales Miami - Red Wine,1073
21,Retail,Revenue - Retail Sales Miami - White Wine,1116
21,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1560
21,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1624
21,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1488
21,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2730
21,Retail,Revenue - Retail Sales San Francisco - Red Wine,2175
21,Retail,Revenue - Retail Sales San Francisco - White Wine,2108
20,Retail,Revenue - Retail Sales New York - Sparkling Wine,12870
20,Retail,Revenue - Retail Sales New York - Red Wine,8903
20,Retail,Revenue - Retail Sales New York - White Wine,8339
20,Retail,Revenue - Retail Sales Miami - Sparkling Wine,910
20,Retail,Revenue - Retail Sales Miami - Red Wine,986
20,Retail,Revenue - Retail Sales Miami - White Wine,1147
20,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1482
20,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1653
20,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1612
20,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2756
20,Retail,Revenue - Retail Sales San Francisco - Red Wine,2117
20,Retail,Revenue - Retail Sales San Francisco - White Wine,1953
19,Retail,Revenue - Retail Sales New York - Sparkling Wine,12870
19,Retail,Revenue - Retail Sales Miami - Sparkling Wine,988
19,Retail,Revenue - Retail Sales Miami - Red Wine,1044
19,Retail,Revenue - Retail Sales Miami - White Wine,1085
19,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1560
19,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1769
19,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1612
19,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2886
19,Retail,Revenue - Retail Sales San Francisco - Red Wine,1943
19,Retail,Revenue - Retail Sales San Francisco - White Wine,2108
18,Retail,Revenue - Retail Sales New York - Sparkling Wine,13884
18,Retail,Revenue - Retail Sales Miami - Sparkling Wine,936
18,Retail,Revenue - Retail Sales Miami - Red Wine,1073
18,Retail,Revenue - Retail Sales Miami - White Wine,1116
18,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1482
18,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1769
18,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1674
18,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2782
18,Retail,Revenue - Retail Sales San Francisco - Red Wine,2088
18,Retail,Revenue - Retail Sales San Francisco - White Wine,2077
17,Retail,Revenue - Retail Sales New York - Sparkling Wine,12766
17,Retail,Revenue - Retail Sales Miami - Sparkling Wine,936
17,Retail,Revenue - Retail Sales Miami - Red Wine,957
17,Retail,Revenue - Retail Sales Miami - White Wine,1116
17,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1638
17,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1711
17,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",1612
17,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2704
17,Retail,Revenue - Retail Sales San Francisco - Red Wine,2001
17,Retail,Revenue - Retail Sales San Francisco - White Wine,2015
16,Retail,Revenue - Retail Sales New York - Sparkling Wine,12584
16,Retail,Revenue - Retail Sales Miami - Sparkling Wine,1924
16,Retail,Revenue - Retail Sales Miami - Red Wine,2117
16,Retail,Revenue - Retail Sales Miami - White Wine,2294
16,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",1612
16,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",1856
16,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",2201
16,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2678
16,Retail,Revenue - Retail Sales San Francisco - Red Wine,1943
16,Retail,Revenue - Retail Sales San Francisco - White Wine,2046
15,Retail,Revenue - Retail Sales Miami - Sparkling Wine,2860
15,Retail,Revenue - Retail Sales Miami - Red Wine,2958
15,Retail,Revenue - Retail Sales Miami - White Wine,3193
15,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",2236
15,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",2465
15,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",3007
15,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,2600
15,Retail,Revenue - Retail Sales San Francisco - Red Wine,2059
15,Retail,Revenue - Retail Sales San Francisco - White Wine,2139
14,Retail,Revenue - Retail Sales New York - Red Wine,29551
14,Retail,Revenue - Retail Sales New York - White Wine,57257
14,Retail,Revenue - Retail Sales Miami - Sparkling Wine,20384
14,Retail,Revenue - Retail Sales Miami - Red Wine,19952
14,Retail,Revenue - Retail Sales Miami - White Wine,23622
14,Retail,"Revenue - Retail Sales Washington, D.C. - Sparkling Wine",15418
14,Retail,"Revenue - Retail Sales Washington, D.C. - Red Wine",16182
14,Retail,"Revenue - Retail Sales Washington, D.C. - White Wine",15717
14,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,17758
14,Retail,Revenue - Retail Sales San Francisco - Red Wine,14355
14,Retail,Revenue - Retail Sales San Francisco - White Wine,15686
13,Retail,Revenue - Retail Sales Los Angeles - White Wine,12648
13,Retail,Revenue - Retail Sales New York - Red Wine,62350
13,Retail,Revenue - Retail Sales New York - White Wine,58404
13,Retail,Revenue - Retail Sales Miami - Sparkling Wine,18798
13,Retail,Revenue - Retail Sales Miami - Red Wine,22968
13,Retail,Revenue - Retail Sales Miami - White Wine,23405
13,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,18902
13,Retail,Revenue - Retail Sales San Francisco - Red Wine,15283
13,Retail,Revenue - Retail Sales San Francisco - White Wine,14260
12,Retail,Revenue - Retail Sales Los Angeles - Red Wine,75690
12,Retail,Revenue - Retail Sales Los Angeles - White Wine,97526
12,Retail,Revenue - Retail Sales New York - Sparkling Wine,24180
12,Retail,Revenue - Retail Sales New York - Red Wine,63539
12,Retail,Revenue - Retail Sales New York - White Wine,61411
12,Retail,Revenue - Retail Sales Miami - Sparkling Wine,19188
12,Retail,Revenue - Retail Sales Miami - Red Wine,22765
12,Retail,Revenue - Retail Sales Miami - White Wine,24087
12,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,19006
12,Retail,Revenue - Retail Sales San Francisco - Red Wine,13340
12,Retail,Revenue - Retail Sales San Francisco - White Wine,15841
11,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,23764
11,Retail,Revenue - Retail Sales Los Angeles - Red Wine,93235
11,Retail,Revenue - Retail Sales Los Angeles - White Wine,86769
11,Retail,Revenue - Retail Sales New York - Sparkling Wine,84474
11,Retail,Revenue - Retail Sales New York - Red Wine,57478
11,Retail,Revenue - Retail Sales New York - White Wine,60357
11,Retail,Revenue - Retail Sales Miami - Sparkling Wine,18616
11,Retail,Revenue - Retail Sales Miami - Red Wine,21895
11,Retail,Revenue - Retail Sales Miami - White Wine,22940
11,Retail,Revenue - Retail Sales San Francisco - Sparkling Wine,20150
11,Retail,Revenue - Retail Sales San Francisco - Red Wine,14790
11,Retail,Revenue - Retail Sales San Francisco - White Wine,14632
10,Retail,Revenue - Retail Sales Los Angeles - Sparkling Wine,140140
